,Time,Tweet,Favorites,Retweets,Sentiment,keyPhrases
0,2019-06-18 23:59:54,RT @TasteFineWines1: #COMPETITION\nWe are giving away a bottle of the brand new colour-changing Imaginaria Blueberry &amp; Berry Magic Gin. All,0,405,0.5,"['Imaginaria Blueberry', 'amp', 'brand new colour', 'Berry Magic Gin', 'bottle', 'TasteFineWines1', 'COMPETITION', 'nWe', 'RT']"
1,2019-06-18 23:59:54,"Its probably just gonna me with a bottle, some good weed, &amp; eating some good eats all summer .",0,0,0.8702912330627441,"['good eats', 'good weed', 'amp', 'bottle', 'summer', 'gonna']"
2,2019-06-18 23:59:51,@roberta_matz Mine do not pour just hands it to me...but they do know how to open the beer bottle,1,0,0.32167965173721313,"['roberta', 'matz', 'beer bottle']"
3,2019-06-18 23:59:50,@shitassAnT @crosss444 yeah i bet you drank half a bottle of something that both smells and tastes like literal rub https://t.co/u31YWJLjnJ,0,0,0.8132335543632507,"['literal rub', 'tastes', 'shitassAnT', 'crosss444', 'bottle']"
4,2019-06-18 23:59:48,Being home is the best feeling. Need a bottle if red stripe yah now.,1,0,0.7652587890625,"['home', 'best feeling', 'bottle', 'red stripe']"
5,2019-06-18 23:59:48,RT @Slate: Is it really this easy to stop tear gas? https://t.co/nIercdX7D2,0,13,0.24811193346977234,"['Slate', 'tear gas', 'RT']"
6,2019-06-18 23:59:48,"@yotsuyu_txt To listen to my woes, but I would like to know how you have been. \n[Out pops what would be familiar to https://t.co/sUrREkazVP",0,0,0.8440122604370117,"['pops', 'txt', 'yotsuyu', 'woes']"
7,2019-06-18 23:59:43,@1d8_cold_damage honestly true i keep extra strength ibuprofen and a bottle of muscle pain cream on me at all times but alas. nothing helps,1,0,0.14497148990631104,"['extra strength ibuprofen', 'true i', 'damage', 'bottle of muscle pain cream', '1d8', 'times']"
8,2019-06-18 23:59:41,My girls stopped drinking bottle at 9 months Im not used to this...,0,0,0.2772139310836792,"['drinking bottle', 'months Im', 'girls']"
9,2019-06-18 23:59:40,Check out what I just added to my closet on Poshmark: Kawaguchi Japan Hand Held Bottle Opener. https://t.co/QirbsXrAfX,0,0,0.5,"['Kawaguchi Japan Hand', 'Poshmark', 'Bottle Opener', 'closet']"
10,2019-06-18 23:59:32,@shushutoyourmow Im not exposing my kind  we do bottle up our feelings lol,1,0,0.861687421798706,"['kind', 'shushutoyourmow Im', 'feelings']"
11,2019-06-18 23:59:30,@Mochievous  you should have seized the bottle from the door.,1,0,0.2321172058582306,"['bottle', 'Mochievous', 'door']"
